BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;1.3;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;4.6;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;22.1;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;6.4;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;3.4;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;0.5;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;0.8;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;0.0;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;0.0;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.0;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;-0.5;%;Prozent;
5;Hedingen;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;0.6;%;Prozent;
5;Hedingen;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;42;Whg.;Wohnungen;
5;Hedingen;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;2.60;%;Prozent;
5;Hedingen;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;117.38;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;684;1000 m3;Tausend Kubikmeter;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;56.8;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;2.3;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;7.6;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;3.5;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;25.7;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;4.2;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;-0.1;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;1.1;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;0.0;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;-10.8;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.0;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;-0.2;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;6.8;%;Prozent;
6;Kappel a.A.;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;21;Whg.;Wohnungen;
6;Kappel a.A.;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;4.15;%;Prozent;
6;Kappel a.A.;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;121.38;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;1077;1000 m3;Tausend Kubikmeter;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;60.1;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;1.7;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;4.5;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;10.9;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;15.9;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;6.8;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;3.0;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;4.1;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;0.0;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;0.0;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.0;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;0.0;%;Prozent;
7;Knonau;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;7.7;%;Prozent;
7;Knonau;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;19;Whg.;Wohnungen;
7;Knonau;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;1.86;%;Prozent;
7;Knonau;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;124.48;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;383;1000 m3;Tausend Kubikmeter;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;54.2;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;1.3;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;6.6;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;2.7;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;31.5;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;3.7;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;0.4;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;2.0;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;-30.0;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;0.0;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;0.0;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;-0.4;%;Prozent;
8;Maschwanden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;0.3;%;Prozent;
8;Maschwanden;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;6;Whg.;Wohnungen;
8;Maschwanden;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;1.99;%;Prozent;
8;Maschwanden;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;145.36;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;2463;1000 m3;Tausend Kubikmeter;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;57.5;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;157;Geb.Vol. Dienstleistungen: Anteil [%];2018;1.9;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;161;Geb.Vol. Infrastruktur: Anteil [%];2018;5.5;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;159;Geb.Vol. Industrie/Lager: Anteil [%];2018;12.4;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;163;Geb.Vol. Landwirtschaft: Anteil [%];2018;16.7;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;165;Geb.Vol. Nebengebäude: Anteil [%];2018;6.0;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;170;Gebäudevolumen: Zunahme [%];2018;0.5;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;168;Geb.Vol. Wohnen: Zunahme [%];2018;0.7;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;158;Geb.Vol. Dienstleistungen: Zunahme [%];2018;-1.1;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;162;Geb.Vol. Infrastruktur: Zunahme [%];2018;-0.1;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;160;Geb.Vol. Industrie/Lager: Zunahme [%];2018;-1.0;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;164;Geb.Vol. Landwirtschaft: Zunahme [%];2018;1.6;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;166;Geb.Vol. Nebengebäude: Zunahme [%];2018;-0.1;%;Prozent;
9;Mettmenstetten;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;381;Leerwohnungen Total [Anz.];2018;35;Whg.;Wohnungen;
9;Mettmenstetten;Bau und Immobilien;Wohnungen, Wohnbautätigkeit;Wohnungsbestand;373;Leerwohnungsquote [%];2018;1.63;%;Prozent;
9;Mettmenstetten;Öffentliche Finanzen;Gemeindesteuern;Steuerfüsse;68;Steuerfuss juristische Personen [%];2018;113.23;%;Prozent;
10;Obfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;169;Gebäudevolumen [1000 m3];2018;2172;1000 m3;Tausend Kubikmeter;
10;Obfelden;Bau und Immobilien;Gebäudevolumen, Bauinvestitionen;Gebäudevolumen;167;Geb.Vol. Wohnen: Anteil [%];2018;65.7;%;Prozent;
